division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Women,Hoodies & Sweatshirts,Knit,GBR,United Kingdom,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,KOR,South Korea,6110200000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,DIST,Distributor countries,611020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,AUS,Australia,6110200052,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,NZL,New Zealand,6110200201F,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CAN,Canada,6110200092,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,JPN,Japan,611020030,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,GBR,United Kingdom,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,CHE,Switzerland,61102000-000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,BRA,Brazil,61102000,nan,
Women,Sweatshirts,Knit,CHN,China,6110200090,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NZL,New Zealand,6110200201F,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,AUS,Australia,6110200052,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,DIST,Distributor countries,611020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,USA,United States,6110202046,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,HKG,Hong Kong,61102020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,EU,Europe,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NOR,Norway,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,KOR,South Korea,6110200000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CAN,Canada,6110200092,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,JPN,Japan,611020030,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CAN,Canada,6110200092,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,AUS,Australia,6110200052,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,USA,United States,6110202046,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,GBR,United Kingdom,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NOR,Norway,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,BRA,Brazil,61102000,nan,
Women,Sweatshirts,Knit,NZL,New Zealand,6110200201F,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,KOR,South Korea,6110200000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,DIST,Distributor countries,611020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,EU,Europe,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHE,Switzerland,61102000-000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,HKG,Hong Kong,61102020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHN,China,6110200090,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,BRA,Brazil,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,GBR,United Kingdom,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHE,Switzerland,61102000-000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,KOR,South Korea,6110200000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,EU,Europe,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHN,China,6110200090,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NZL,New Zealand,6110200201F,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,DIST,Distributor countries,611020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NOR,Norway,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,HKG,Hong Kong,61102020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,JPN,Japan,611020030,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,AUS,Australia,6110200052,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CAN,Canada,6110200092,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,USA,United States,6110202046,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Tights,Knit,CHE,Switzerland,61046300-000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHN,China,6104630090,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,nan,
Women,Tights,Knit,CAN,Canada,6104630010,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,EU,Europe,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,DIST,Distributor countries,610463,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,AUS,Australia,6104630038,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,USA,United States,6104632011,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NOR,Norway,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,GBR,United Kingdom,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,KOR,South Korea,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,GBR,United Kingdom,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CAN,Canada,6104630010,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NOR,Norway,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHE,Switzerland,61046300-000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,USA,United States,6104632011,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,AUS,Australia,6104630038,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,KOR,South Korea,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,EU,Europe,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHN,China,6104630090,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,DIST,Distributor countries,610463,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHE,Switzerland,61046300-000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,KOR,South Korea,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,USA,United States,6104632011,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHN,China,6104630090,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CAN,Canada,6104630010,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,EU,Europe,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,DIST,Distributor countries,610463,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,AUS,Australia,6104630038,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,GBR,United Kingdom,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NOR,Norway,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,USA,United States,6104632011,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,EU,Europe,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHE,Switzerland,61046300-000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHN,China,6104630090,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,KOR,South Korea,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,DIST,Distributor countries,610463,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CAN,Canada,6104630010,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,AUS,Australia,6104630038,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NOR,Norway,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,GBR,United Kingdom,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,BRA,Brazil,61046300,nan,
Women,Tights,Knit,GBR,United Kingdom,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CAN,Canada,6104630010,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,AUS,Australia,6104630038,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHE,Switzerland,61046300-000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,EU,Europe,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,JPN,Japan,610463000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,KOR,South Korea,6104630000,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NZL,New Zealand,6104630211G,knitted tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,HKG,Hong Kong,61046310,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,USA,United States,6104632011,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,NOR,Norway,61046300,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,DIST,Distributor countries,610463,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,Tights,Knit,CHN,China,6104630090,tights,"75% Recycled Polyester, 25% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109901200E,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990200,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,DIST,Distributor countries,610990,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,JPN,Japan,610990100,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,nan,
Women,T-Shirts,Knit,CHE,Switzerland,61099000-000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,USA,United States,6109901050,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,KOR,South Korea,6109903010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,EU,Europe,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CHN,China,6109909000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,AUS,Australia,6109900006,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NZL,New Zealand,6109900200K,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,BRA,Brazil,61099000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,HKG,Hong Kong,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,NOR,Norway,61099010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,GBR,United Kingdom,6109902000,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
Women,T-Shirts,Knit,CAN,Canada,6109900010,knitted t-shirt,"92% Recycled Polyester, 8% Elastane - EL"
